"","Data Source Organization","Data Source Document","Country","FNID_mod","Admin 1","Admin2_mod","Pop_group","Year","Season","Crop","DNL Name of Crop in FDW","DNL Name of Crop in source","DNL Original harvest year","AreaPlanted_ha","QuantityProduced_mt","DNLQuantityProduced","Yield_mt_ha"
"372","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A102","Afar",NA,NA,2013,"Belg","01122","Maize","Maize","2012/2013",18557.55,46517.803,465178.03,2.50667803670204
"373","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A102","Afar",NA,NA,2014,"Belg","01122","Maize","Maize","2013/2014",24727.71,63145.602,631456.02,2.55363727575259
"374","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A102","Afar",NA,NA,2015,"Belg","01122","Maize","Maize","2014/2015",25250.3,58967.842,589678.42,2.33533233268516
"375","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A103","Amhara",NA,NA,2008,"Belg","01122","Maize","Maize","2007/2008",19640.91,15939.016,159390.16,0.811521258434563
"376","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A103","Amhara",NA,NA,2009,"Belg","01122","Maize","Maize","2008/2009",17544.38,12417.065,124170.65,0.70775171308419
"377","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A103","Amhara",NA,NA,2010,"Belg","01122","Maize","Maize","2009/2010",17255.56,20262.443,202624.43,1.17425589201394
"378","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A103","Amhara",NA,NA,2011,"Belg","01122","Maize","Maize","2010/2011",8667.4,6899.934,68999.34,0.79607887024944
"379","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A103","Amhara",NA,NA,2012,"Belg","01122","Maize","Maize","2011/2012",8135.63,5124.796,51247.96,0.629919993903361
"380","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A103","Amhara",NA,NA,2013,"Belg","01122","Maize","Maize","2012/2013",8872.8,7691.985,76919.85,0.866917433053828
"381","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A103","Amhara",NA,NA,2014,"Belg","01122","Maize","Maize","2013/2014",9907.69,7787.762,77877.62,0.78603206196399
"382","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A103","Amhara",NA,NA,2015,"Belg","01122","Maize","Maize","2014/2015",11139.15,6625.473,66254.73,0.594791613363677
"383","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A104","Oromia",NA,NA,2008,"Belg","01122","Maize","Maize","2007/2008",228168.18,243295.079,2432950.79,1.06629714537759
"384","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A104","Oromia",NA,NA,2009,"Belg","01122","Maize","Maize","2008/2009",269230.58,233304.413,2333044.13,0.8665598573535
"385","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A104","Oromia",NA,NA,2010,"Belg","01122","Maize","Maize","2009/2010",270812.62,417400.24,4174002.4,1.54128799462891
"386","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A104","Oromia",NA,NA,2010,"Meher","01122","Maize","Maize","2009/2010",1000055.87,2325533.029,23255330.29,2.32540310872832
"387","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A104","Oromia",NA,NA,2011,"Belg","01122","Maize","Maize","2010/2011",272440.53,273328.748,2733287.48,1.00326022710351
"388","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A104","Oromia",NA,NA,2012,"Belg","01122","Maize","Maize","2011/2012",266466.09,171956.679,1719566.79,0.645322933961316
"389","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A104","Oromia",NA,NA,2013,"Belg","01122","Maize","Maize","2012/2013",276824.11,282325.39,2823253.9,1.01987283549832
"390","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A104","Oromia",NA,NA,2014,"Belg","01122","Maize","Maize","2013/2014",267460.66,284271.733,2842717.33,1.06285437641558
"391","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A104","Oromia",NA,NA,2015,"Belg","01122","Maize","Maize","2014/2015",239438.79,251700.159,2517001.59,1.05120878283757
"392","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A105","Somali",NA,NA,2008,"Belg","01122","Maize","Maize","2007/2008",2915.9,NA,NA,NA
"393","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A105","Somali",NA,NA,2009,"Belg","01122","Maize","Maize","2008/2009",2529.57,4606.923,46069.23,1.82122771854505
"394","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A105","Somali",NA,NA,2010,"Belg","01122","Maize","Maize","2009/2010",4146.78,8426.038,84260.38,2.03194719758463
"395","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A105","Somali",NA,NA,2011,"Belg","01122","Maize","Maize","2010/2011",13902.35,3223.167,32231.67,0.231843321452848
"396","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A105","Somali",NA,NA,2012,"Belg","01122","Maize","Maize","2011/2012",4058.4,NA,NA,NA
"397","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A105","Somali",NA,NA,2013,"Belg","01122","Maize","Maize","2012/2013",4544.05,9413.837,94138.37,2.07168429044575
"398","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A105","Somali",NA,NA,2014,"Belg","01122","Maize","Maize","2013/2014",4986.71,5669.635,56696.35,1.13694901046983
"399","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A105","Somali",NA,NA,2015,"Belg","01122","Maize","Maize","2014/2015",5107.97,5028.804,50288.04,0.984501475145704
"400","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A106","Benshangul Gumuz",NA,NA,2008,"Belg","01122","Maize","Maize","2007/2008",1262.27,1995.899,19958.99,1.58119815887251
"401","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A106","Benshangul Gumuz",NA,NA,2009,"Belg","01122","Maize","Maize","2008/2009",1331.2,1657.285,16572.85,1.24495567908654
"402","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A106","Benshangul Gumuz",NA,NA,2010,"Belg","01122","Maize","Maize","2009/2010",1272.2,1123.6,11236,0.883194466278887
"403","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A106","Benshangul Gumuz",NA,NA,2011,"Belg","01122","Maize","Maize","2010/2011",1670.53,1307.365,13073.65,0.782604921791288
"404","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A106","Benshangul Gumuz",NA,NA,2012,"Belg","01122","Maize","Maize","2011/2012",2254.64,1389.196,13891.96,0.616149806621013
"405","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A106","Benshangul Gumuz",NA,NA,2013,"Belg","01122","Maize","Maize","2012/2013",1535.58,827.691,8276.91,0.539008713320049
"406","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A106","Benshangul Gumuz",NA,NA,2014,"Belg","01122","Maize","Maize","2013/2014",1758.22,926.254,9262.54,0.526813481816838
"407","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A106","Benshangul Gumuz",NA,NA,2015,"Belg","01122","Maize","Maize","2014/2015",1648.21,783.183,7831.83,0.475171853101243
"408","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A107","SNNPR",NA,NA,2008,"Belg","01122","Maize","Maize","2007/2008",251105.66,135523.075,1355230.75,0.539705377409653
"409","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A107","SNNPR",NA,NA,2009,"Belg","01122","Maize","Maize","2008/2009",236357.57,135911.296,1359112.96,0.575024087445137
"410","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A107","SNNPR",NA,NA,2010,"Belg","01122","Maize","Maize","2009/2010",255287.93,240188.75,2401887.5,0.940854313010411
"411","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A107","SNNPR",NA,NA,2011,"Belg","01122","Maize","Maize","2010/2011",235564.88,206568.633,2065686.33,0.876907597601136
"412","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A107","SNNPR",NA,NA,2012,"Belg","01122","Maize","Maize","2011/2012",213297.91,119529.8,1195298,0.560388988340298
"413","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A107","SNNPR",NA,NA,2013,"Belg","01122","Maize","Maize","2012/2013",253104.5,189579.516,1895795.16,0.749016773704142
"414","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A107","SNNPR",NA,NA,2014,"Belg","01122","Maize","Maize","2013/2014",280439.2,241141.248,2411412.48,0.859869975381473
"415","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A107","SNNPR",NA,NA,2015,"Belg","01122","Maize","Maize","2014/2015",223489.04,175257.214,1752572.14,0.784187063490899
"416","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A112","Gambela",NA,NA,2008,"Belg","01122","Maize","Maize","2007/2008",4916.45,7135.682,71356.82,1.45138911206257
"417","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A112","Gambela",NA,NA,2009,"Belg","01122","Maize","Maize","2008/2009",3012.41,2729.116,27291.16,0.905957688362474
"418","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A112","Gambela",NA,NA,2010,"Belg","01122","Maize","Maize","2009/2010",6639.82,9702.382,97023.82,1.46124172040808
"419","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A112","Gambela",NA,NA,2011,"Belg","01122","Maize","Maize","2010/2011",6658.42,9093.627,90936.27,1.36573346229286
"420","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A112","Gambela",NA,NA,2012,"Belg","01122","Maize","Maize","2011/2012",6639.64,4793.305,47933.05,0.721922423504889
"421","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A112","Gambela",NA,NA,2013,"Belg","01122","Maize","Maize","2012/2013",7243.63,6126.88,61268.8,0.845830060342673
"422","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A112","Gambela",NA,NA,2014,"Belg","01122","Maize","Maize","2013/2014",8411.12,10820.377,108203.77,1.28643712133461
"423","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A112","Gambela",NA,NA,2015,"Belg","01122","Maize","Maize","2014/2015",8298.78,6228.334,62283.34,0.750512002969111
"424","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A113","Harari",NA,NA,2008,"Belg","01122","Maize","Maize","2007/2008",154.64,176.182,1761.82,1.13930419037765
"425","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A113","Harari",NA,NA,2009,"Belg","01122","Maize","Maize","2008/2009",289.49,308.478,3084.78,1.06559121213168
"426","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A113","Harari",NA,NA,2010,"Belg","01122","Maize","Maize","2009/2010",356.34,542.841,5428.41,1.52337935679407
"427","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A113","Harari",NA,NA,2011,"Belg","01122","Maize","Maize","2010/2011",197.93,255.195,2551.95,1.28931945637347
"428","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A113","Harari",NA,NA,2012,"Belg","01122","Maize","Maize","2011/2012",264.33,NA,NA,NA
"429","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A113","Harari",NA,NA,2013,"Belg","01122","Maize","Maize","2012/2013",172.8,NA,NA,NA
"430","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A113","Harari",NA,NA,2014,"Belg","01122","Maize","Maize","2013/2014",561.24,403.286,4032.86,0.718562468819044
"431","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A113","Harari",NA,NA,2015,"Belg","01122","Maize","Maize","2014/2015",NA,410.641,4106.41,NA
"432","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A115","Dire Dawa",NA,NA,2009,"Belg","01122","Maize","Maize","2008/2009",207.19,141.547,1415.47,0.683174863651721
"433","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A115","Dire Dawa",NA,NA,2010,"Belg","01122","Maize","Maize","2009/2010",647.88,588.238,5882.38,0.907942828918936
"434","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A115","Dire Dawa",NA,NA,2015,"Belg","01122","Maize","Maize","2014/2015",174.54,NA,NA,NA
"435","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20102","Tigray","Central Tigray",NA,2008,"Meher","01122","Maize","Maize","2007/2008",20280.73,29697.683,296976.83,1.46433008082056
"436","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20102","Tigray","Central Tigray",NA,2009,"Meher","01122","Maize","Maize","2008/2009",21535.85,32230.49,322304.9,1.49659706953754
"437","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20102","Tigray","Central Tigray",NA,2011,"Meher","01122","Maize","Maize","2010/2011",21672.95,49336.842,493368.42,2.27642485217748
"438","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20102","Tigray","Central Tigray",NA,2012,"Meher","01122","Maize","Maize","2011/2012",22277.11,42720.233,427202.33,1.91767392628577
"439","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20102","Tigray","Central Tigray",NA,2013,"Meher","01122","Maize","Maize","2012/2013",22767.17,43002.095,430020.95,1.88877647068125
"440","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20102","Tigray","Central Tigray",NA,2015,"Meher","01122","Maize","Maize","2014/2015",19923.47,41211.61,412116.1,2.06849559840731
"441","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20103","Tigray","East Tigray",NA,2008,"Meher","01122","Maize","Maize","2007/2008",2356.95,3316.94,33169.4,1.40730180954199
"442","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20103","Tigray","East Tigray",NA,2009,"Meher","01122","Maize","Maize","2008/2009",3472.09,5099.417,50994.17,1.46868802363994
"443","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20103","Tigray","East Tigray",NA,2011,"Meher","01122","Maize","Maize","2010/2011",3783.43,7797.661,77976.61,2.06100311093373
"444","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20103","Tigray","East Tigray",NA,2012,"Meher","01122","Maize","Maize","2011/2012",3638.58,7219.387,72193.87,1.98412210257848
"445","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20103","Tigray","East Tigray",NA,2013,"Meher","01122","Maize","Maize","2012/2013",3713.01,7087.089,70870.89,1.90871799429573
"446","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20103","Tigray","East Tigray",NA,2015,"Meher","01122","Maize","Maize","2014/2015",3031.84,6087.718,60877.18,2.00792851865534
"447","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20104","Tigray","South Tigray",NA,2008,"Meher","01122","Maize","Maize","2007/2008",10563.24,15483.225,154832.25,1.46576476535608
"448","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20104","Tigray","South Tigray",NA,2009,"Meher","01122","Maize","Maize","2008/2009",10060.08,15773.17,157731.7,1.56789707437714
"449","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20104","Tigray","South Tigray",NA,2011,"Meher","01122","Maize","Maize","2010/2011",8600.89,18613.644,186136.44,2.16415324460608
"450","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20104","Tigray","South Tigray",NA,2012,"Meher","01122","Maize","Maize","2011/2012",7468.44,11487.431,114874.31,1.53812991735891
"451","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20104","Tigray","South Tigray",NA,2013,"Meher","01122","Maize","Maize","2012/2013",7330.77,8997.833,89978.33,1.22740626155233
"452","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20104","Tigray","South Tigray",NA,2015,"Meher","01122","Maize","Maize","2014/2015",7633.58,11077.909,110779.09,1.45120755923171
"453","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20201","Afar","Zone 1",NA,2008,"Meher","01122","Maize","Maize","2007/2008",11650.49,35181.497,351814.97,3.01974397643361
"454","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20201","Afar","Zone 1",NA,2009,"Meher","01122","Maize","Maize","2008/2009",11848.55,34073.633,340736.33,2.87576395423913
"455","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20201","Afar","Zone 1",NA,2012,"Meher","01122","Maize","Maize","2011/2012",NA,14049.806,140498.06,NA
"456","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20201","Afar","Zone 1",NA,2013,"Meher","01122","Maize","Maize","2012/2013",3332.55,18848.263,188482.63,5.6558080148835
"457","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20201","Afar","Zone 1",NA,2015,"Meher","01122","Maize","Maize","2014/2015",2861.77,10292.076,102920.76,3.59640222659403
"458","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20203","Afar","Zone 3",NA,2008,"Meher","01122","Maize","Maize","2007/2008",884.67,878.04,8780.4,0.992505680084099
"459","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20203","Afar","Zone 3",NA,2009,"Meher","01122","Maize","Maize","2008/2009",1318.26,3277.793,32777.93,2.48645411375601
"460","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20203","Afar","Zone 3",NA,2015,"Meher","01122","Maize","Maize","2014/2015",1480.92,NA,NA,NA
"461","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20301","Amhara","North Gondar",NA,2008,"Meher","01122","Maize","Maize","2007/2008",52146.81,92707.958,927079.58,1.7778260645282
"462","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20301","Amhara","North Gondar",NA,2009,"Meher","01122","Maize","Maize","2008/2009",43965.59,99135.147,991351.47,2.25483490611635
"463","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20301","Amhara","North Gondar",NA,2011,"Meher","01122","Maize","Maize","2010/2011",59778,141408.508,1414085.08,2.36556104252401
"464","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20301","Amhara","North Gondar",NA,2012,"Meher","01122","Maize","Maize","2011/2012",63938.92,173897.549,1738975.49,2.71974485962541
"465","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20301","Amhara","North Gondar",NA,2013,"Meher","01122","Maize","Maize","2012/2013",74966.89,206072.949,2060729.49,2.74885284690348
"466","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20301","Amhara","North Gondar",NA,2015,"Meher","01122","Maize","Maize","2014/2015",81371.9,237214.67,2372146.7,2.91519148502124
"467","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20302","Amhara","South Gondar",NA,2008,"Meher","01122","Maize","Maize","2007/2008",39907.93,64141.342,641413.42,1.60723299855442
"468","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20302","Amhara","South Gondar",NA,2009,"Meher","01122","Maize","Maize","2008/2009",42294.44,71613.13,716131.3,1.69320435499323
"469","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20302","Amhara","South Gondar",NA,2011,"Meher","01122","Maize","Maize","2010/2011",44519.52,98447.813,984478.13,2.21134039630257
"470","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20302","Amhara","South Gondar",NA,2012,"Meher","01122","Maize","Maize","2011/2012",39655.97,94828.58,948285.8,2.39128131275064
"471","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20302","Amhara","South Gondar",NA,2013,"Meher","01122","Maize","Maize","2012/2013",36417.32,86065.698,860656.98,2.36331772903662
"472","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20302","Amhara","South Gondar",NA,2015,"Meher","01122","Maize","Maize","2014/2015",43032.91,114839.586,1148395.86,2.66864560170344
"473","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20303","Amhara","North Wollo",NA,2008,"Meher","01122","Maize","Maize","2007/2008",6049.54,11413.675,114136.75,1.88670130290898
"474","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20303","Amhara","North Wollo",NA,2009,"Meher","01122","Maize","Maize","2008/2009",5722.49,10091.418,100914.18,1.76346625332679
"475","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20303","Amhara","North Wollo",NA,2011,"Meher","01122","Maize","Maize","2010/2011",7387.22,9490.377,94903.77,1.28470209361573
"476","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20303","Amhara","North Wollo",NA,2012,"Meher","01122","Maize","Maize","2011/2012",6090.31,8146.795,81467.95,1.33766507780392
"477","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20303","Amhara","North Wollo",NA,2013,"Meher","01122","Maize","Maize","2012/2013",5931.62,9425.684,94256.84,1.58905728957688
"478","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20303","Amhara","North Wollo",NA,2015,"Meher","01122","Maize","Maize","2014/2015",7337.32,14735.21,147352.1,2.00825505770499
"479","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20305","Amhara","North Shewa",NA,2008,"Meher","01122","Maize","Maize","2007/2008",8765.65,14237.679,142376.79,1.6242582124543
"480","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20305","Amhara","North Shewa",NA,2009,"Meher","01122","Maize","Maize","2008/2009",10026.19,18600.604,186006.04,1.85520162693905
"481","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20305","Amhara","North Shewa",NA,2011,"Meher","01122","Maize","Maize","2010/2011",11283.4,23956.194,239561.94,2.12313611145577
"482","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20305","Amhara","North Shewa",NA,2012,"Meher","01122","Maize","Maize","2011/2012",NA,44092.25,440922.5,NA
"483","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20305","Amhara","North Shewa",NA,2013,"Meher","01122","Maize","Maize","2012/2013",8867.15,21095.124,210951.24,2.37901963990685
"484","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20305","Amhara","North Shewa",NA,2015,"Meher","01122","Maize","Maize","2014/2015",7461.36,21989.324,219893.24,2.94709329130346
"485","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20306","Amhara","East Gojam",NA,2008,"Meher","01122","Maize","Maize","2007/2008",54482.7,119172.939,1191729.39,2.18735376550722
"486","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20306","Amhara","East Gojam",NA,2009,"Meher","01122","Maize","Maize","2008/2009",55373.18,155291.69,1552916.9,2.8044567785343
"487","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20306","Amhara","East Gojam",NA,2011,"Meher","01122","Maize","Maize","2010/2011",64470.16,167034.696,1670346.96,2.59088384455692
"488","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20306","Amhara","East Gojam",NA,2012,"Meher","01122","Maize","Maize","2011/2012",82055.7,223978.484,2239784.84,2.72959080234524
"489","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20306","Amhara","East Gojam",NA,2013,"Meher","01122","Maize","Maize","2012/2013",45100.71,124863.43,1248634.3,2.76854688096928
"490","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20306","Amhara","East Gojam",NA,2015,"Meher","01122","Maize","Maize","2014/2015",76223.28,272838.731,2728387.31,3.57946720476999
"491","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20307","Amhara","West Gojam",NA,2008,"Meher","01122","Maize","Maize","2007/2008",158270.91,437473.833,4374738.33,2.76408237622441
"492","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20307","Amhara","West Gojam",NA,2009,"Meher","01122","Maize","Maize","2008/2009",164606.2,428572.6,4285726,2.60362367881647
"493","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20307","Amhara","West Gojam",NA,2011,"Meher","01122","Maize","Maize","2010/2011",202664.31,559926.383,5599263.83,2.76282677991009
"494","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20307","Amhara","West Gojam",NA,2012,"Meher","01122","Maize","Maize","2011/2012",187792.81,558206.874,5582068.74,2.97246137378742
"495","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20307","Amhara","West Gojam",NA,2013,"Meher","01122","Maize","Maize","2012/2013",173343.73,558530.129,5585301.29,3.2220959419761
"496","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20307","Amhara","West Gojam",NA,2015,"Meher","01122","Maize","Maize","2014/2015",212990.07,870716.961,8707169.61,4.08806364071339
"497","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20308","Amhara","Wag Himra",NA,2008,"Meher","01122","Maize","Maize","2007/2008",1719.65,2182.436,21824.36,1.26911638996307
"498","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20308","Amhara","Wag Himra",NA,2009,"Meher","01122","Maize","Maize","2008/2009",2362.87,3073.805,30738.05,1.30087774613076
"499","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20308","Amhara","Wag Himra",NA,2011,"Meher","01122","Maize","Maize","2010/2011",3379.3,4949.876,49498.76,1.46476370846033
"500","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20308","Amhara","Wag Himra",NA,2012,"Meher","01122","Maize","Maize","2011/2012",3339.62,4700.027,47000.27,1.40735383067535
"501","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20308","Amhara","Wag Himra",NA,2013,"Meher","01122","Maize","Maize","2012/2013",2973.86,4353.642,43536.42,1.46397005911509
"502","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20308","Amhara","Wag Himra",NA,2015,"Meher","01122","Maize","Maize","2014/2015",2613.21,4127.562,41275.62,1.57949877736577
"503","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20309","Amhara","Awi",NA,2008,"Meher","01122","Maize","Maize","2007/2008",53004.88,135461.1,1354611,2.55563450006867
"504","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20309","Amhara","Awi",NA,2009,"Meher","01122","Maize","Maize","2008/2009",51373.52,106868.72,1068687.2,2.08022965917072
"505","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20309","Amhara","Awi",NA,2011,"Meher","01122","Maize","Maize","2010/2011",57526.66,164891.489,1648914.89,2.86634908058281
"506","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20309","Amhara","Awi",NA,2012,"Meher","01122","Maize","Maize","2011/2012",59263.42,178900.413,1789004.13,3.01873251661818
"507","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20309","Amhara","Awi",NA,2013,"Meher","01122","Maize","Maize","2012/2013",66671.95,206984.136,2069841.36,3.10451600710644
"508","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20309","Amhara","Awi",NA,2015,"Meher","01122","Maize","Maize","2014/2015",68282.45,266420.594,2664205.94,3.90174333229109
"509","CSA, Ethiopia","CSA, 2015, Ethiopia","ET","ET2014A20310","Amhara","Oromia",NA,2008,"Meher","01122","Maize","Maize","2007/2008",5845.44,9917.832,99178.32,1.69667843652488
